id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
14,35,No,Rarely,809.0,Research & Development,16,FP/Bachiller,Medical,1,Male,84.0,Muy satisfecho,Becario,Laboratory Technician,Unknown,Married,2426.0,0,No,13,3,3,1,6,5,Satisfecho,5,4,0,3
15,29,No,Rarely,153.0,Research & Development,15,Educación básica,Life Sciences,4,Female,49.0,Insatisfecho,Junior,Laboratory Technician,Satisfecho,Unknown,4193.0,0,Yes,12,3,4,0,10,3,Satisfecho,9,5,0,4
16,31,No,Rarely,670.0,Research & Development,26,Sin estudios,Life Sciences,1,Male,31.0,Satisfecho,Becario,Research Scientist,Satisfecho,Divorced,2911.0,1,No,17,3,4,1,5,1,Insatisfecho,5,2,4,3
18,34,No,Rarely,1346.0,Research & Development,19,Educación básica,Medical,2,Male,93.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Divorced,2661.0,0,No,11,3,3,1,3,2,Satisfecho,2,2,1,2
19,28,Yes,Rarely,103.0,Research & Development,24,FP/Bachiller,Life Sciences,3,Male,50.0,Insatisfecho,Becario,Laboratory Technician,Satisfecho,Single,2028.0,5,Yes,14,3,2,0,6,4,Satisfecho,4,2,0,3
20,29,No,Rarely,1389.0,Research & Development,21,Estudios universitarios,Life Sciences,2,Female,51.0,Muy satisfecho,Senior,Manufacturing Director,Nada satisfecho,Divorced,9980.0,1,No,11,3,3,1,10,3,Satisfecho,10,9,8,8
21,32,No,Rarely,334.0,Research & Development,5,Educación básica,Life Sciences,1,Male,80.0,Muy satisfecho,Becario,Research Scientist,Insatisfecho,Divorced,3298.0,0,Yes,12,3,4,2,7,5,Insatisfecho,6,2,0,5
22,22,No,Non,1123.0,Research & Development,16,Educación básica,Medical,4,Male,96.0,Muy satisfecho,Becario,Laboratory Technician,Muy satisfecho,Divorced,2935.0,1,Yes,13,3,2,2,1,2,Insatisfecho,1,0,0,0
23,53,No,Rarely,1219.0,Sales,2,Estudios universitarios,Life Sciences,1,Female,78.0,Insatisfecho,Manager,Manager,Muy satisfecho,Married,15427.0,2,No,16,3,3,0,31,3,Satisfecho,25,8,3,7
24,38,No,Rarely,371.0,Research & Development,2,FP/Bachiller,Life Sciences,4,Male,45.0,Satisfecho,Becario,Research Scientist,Muy satisfecho,Single,3944.0,5,Yes,11,3,3,0,6,3,Satisfecho,3,2,1,2
26,24,No,Non,673.0,Research & Development,11,Educación básica,Other,1,Female,96.0,Muy satisfecho,Junior,Manufacturing Director,Satisfecho,Divorced,4011.0,0,No,18,3,4,1,5,5,Insatisfecho,4,2,1,3
27,36,Yes,Rarely,1218.0,Sales,9,Estudios universitarios,Life Sciences,3,Male,82.0,Insatisfecho,Becario,Sales Representative,Nada satisfecho,Single,3407.0,7,No,23,4,2,0,10,3,Satisfecho,5,3,0,3
28,34,No,Rarely,419.0,Research & Development,7,Estudios universitarios,Life Sciences,1,Female,53.0,Satisfecho,Senior,Research Director,Insatisfecho,Single,11994.0,0,No,11,3,3,0,13,4,Satisfecho,12,6,2,11
30,21,No,Rarely,391.0,Research & Development,15,Educación básica,Life Sciences,3,Male,96.0,Satisfecho,Becario,Research Scientist,Muy satisfecho,Single,1232.0,1,No,14,3,4,0,0,6,Satisfecho,0,0,0,0
31,34,Yes,Rarely,699.0,Research & Development,6,Sin estudios,Medical,2,Male,83.0,Satisfecho,Becario,Research Scientist,Nada satisfecho,Single,2960.0,2,No,11,3,3,0,8,2,Satisfecho,4,2,1,3
32,53,No,Rarely,1282.0,Research & Development,5,FP/Bachiller,Unknown,3,Female,58.0,Satisfecho,Director,Manager,Satisfecho,Divorced,19094.0,4,No,11,3,4,1,26,3,Insatisfecho,14,13,4,8
33,32,Yes,Frequently,1125.0,Research & Development,16,Sin estudios,Life Sciences,2,Female,72.0,Nada satisfecho,Becario,Research Scientist,Nada satisfecho,Single,3919.0,1,Yes,22,4,2,0,10,5,Satisfecho,10,2,6,7
35,42,No,Rarely,691.0,Sales,8,Estudios universitarios,Marketing,3,Male,48.0,Satisfecho,Junior,Sales Executive,Insatisfecho,Married,6825.0,0,No,11,3,4,1,10,2,Satisfecho,9,7,4,2
36,44,No,Rarely,477.0,Research & Development,7,Estudios universitarios,Medical,1,Female,42.0,Insatisfecho,Senior,Healthcare Representative,Muy satisfecho,Married,10248.0,3,No,14,3,4,1,24,4,Satisfecho,22,6,5,17
38,46,No,Rarely,705.0,Sales,2,Estudios universitarios,Marketing,2,Female,83.0,Satisfecho,Director,Manager,Nada satisfecho,Single,18947.0,3,No,12,3,4,0,22,2,Insatisfecho,2,2,2,3
39,33,No,Rarely,924.0,Research & Development,2,FP/Bachiller,Medical,3,Male,78.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Single,2496.0,4,No,11,3,4,0,7,3,Satisfecho,1,1,0,0
40,44,No,Rarely,1459.0,Research & Development,10,Estudios universitarios,Other,4,Male,41.0,Satisfecho,Junior,Healthcare Representative,Muy satisfecho,Married,6465.0,2,Yes,13,3,4,0,9,5,Muy satisfecho,4,2,1,3
41,30,No,Rarely,125.0,Research & Development,9,Educación básica,Medical,4,Male,83.0,Insatisfecho,Becario,Laboratory Technician,Satisfecho,Single,2206.0,1,No,13,3,1,0,10,5,Satisfecho,10,0,1,8
42,39,Yes,Rarely,895.0,Sales,5,FP/Bachiller,Technical Degree,4,Male,56.0,Satisfecho,Junior,Sales Representative,Muy satisfecho,Married,2086.0,3,No,14,3,3,1,19,6,Muy satisfecho,1,0,0,2
45,24,Yes,Rarely,813.0,Research & Development,1,FP/Bachiller,Medical,2,Male,61.0,Satisfecho,Becario,Research Scientist,Muy satisfecho,Married,2293.0,2,Yes,16,3,1,1,6,2,Insatisfecho,2,0,2,0
46,43,No,Rarely,1273.0,Research & Development,2,Educación básica,Unknown,4,Female,72.0,Muy satisfecho,Becario,Research Scientist,Satisfecho,Divorced,2645.0,1,No,12,3,4,2,6,3,Insatisfecho,5,3,1,4
47,50,Yes,Rarely,869.0,Sales,3,Educación básica,Marketing,1,Male,86.0,Insatisfecho,Becario,Sales Representative,Satisfecho,Married,2683.0,1,Yes,14,3,3,0,3,2,Satisfecho,3,2,0,2
49,35,No,Rarely,890.0,Sales,2,FP/Bachiller,Marketing,4,Female,97.0,Satisfecho,Becario,Sales Representative,Muy satisfecho,Married,2014.0,1,No,13,3,1,0,2,3,Satisfecho,2,2,2,2
51,36,No,Rarely,852.0,Research & Development,5,Estudios universitarios,Life Sciences,2,Female,82.0,Insatisfecho,Becario,Research Scientist,Nada satisfecho,Married,3419.0,9,Yes,14,3,4,1,6,3,Muy satisfecho,1,1,0,0
52,33,No,Frequently,1141.0,Sales,1,FP/Bachiller,Life Sciences,3,Female,42.0,Muy satisfecho,Junior,Sales Executive,Nada satisfecho,Married,5376.0,2,No,19,3,1,2,10,3,Satisfecho,5,3,1,3
53,35,No,Rarely,464.0,Research & Development,4,Educación básica,Other,3,Male,75.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Divorced,1951.0,1,No,12,3,3,1,1,3,Satisfecho,1,0,0,0
54,27,No,Rarely,1240.0,Research & Development,2,Estudios universitarios,Life Sciences,4,Female,33.0,Satisfecho,Becario,Laboratory Technician,Nada satisfecho,Divorced,2341.0,1,No,13,3,4,1,1,6,Satisfecho,1,0,0,0
55,26,Yes,Rarely,1357.0,Research & Development,25,FP/Bachiller,Life Sciences,1,Male,48.0,Nada satisfecho,Becario,Laboratory Technician,Satisfecho,Single,2293.0,1,No,12,3,3,0,1,2,Insatisfecho,1,0,0,1
56,27,No,Frequently,994.0,Sales,8,FP/Bachiller,Life Sciences,4,Male,37.0,Satisfecho,Senior,Sales Executive,Satisfecho,Single,8726.0,1,No,15,3,4,0,9,0,Satisfecho,9,8,1,8
57,30,No,Frequently,721.0,Research & Development,1,Educación básica,Medical,3,Female,58.0,Satisfecho,Junior,Laboratory Technician,Muy satisfecho,Single,4011.0,1,No,23,4,4,0,12,2,Satisfecho,12,8,3,7
58,41,Yes,Rarely,1360.0,Research & Development,12,FP/Bachiller,Technical Degree,2,Female,49.0,Satisfecho,Director,Research Director,Satisfecho,Married,19545.0,1,No,12,3,4,0,23,0,Satisfecho,22,15,15,8
60,34,No,Non,1065.0,Research & Development,23,Estudios universitarios,Marketing,2,Male,72.0,Satisfecho,Junior,Sales Executive,Satisfecho,Single,4568.0,0,No,20,4,3,0,10,2,Satisfecho,9,5,8,7
61,37,No,Rarely,408.0,Research & Development,19,Educación básica,Life Sciences,2,Male,73.0,Satisfecho,Becario,Research Scientist,Insatisfecho,Married,3022.0,4,No,21,4,1,0,8,1,Satisfecho,1,0,0,0
62,46,No,Frequently,1211.0,Sales,5,Estudios universitarios,Marketing,1,Male,98.0,Satisfecho,Junior,Sales Executive,Muy satisfecho,Unknown,5772.0,4,Yes,21,4,3,0,14,4,Satisfecho,9,6,0,8
63,35,No,Rarely,1229.0,Research & Development,8,Sin estudios,Life Sciences,4,Male,36.0,Muy satisfecho,Becario,Laboratory Technician,Muy satisfecho,Married,2269.0,1,No,19,3,4,0,1,2,Satisfecho,1,0,0,1
64,48,Yes,Rarely,626.0,Research & Development,1,Educación básica,Life Sciences,1,Male,98.0,Insatisfecho,Senior,Laboratory Technician,Satisfecho,Single,5381.0,9,Yes,13,3,4,0,23,2,Satisfecho,1,0,0,0
65,28,Yes,Rarely,1434.0,Research & Development,5,Estudios universitarios,Technical Degree,3,Male,50.0,Satisfecho,Becario,Laboratory Technician,Satisfecho,Single,3441.0,1,Yes,13,3,3,0,2,3,Insatisfecho,2,2,2,2
68,44,No,Rarely,1488.0,Sales,1,Postgrado,Marketing,2,Female,75.0,Satisfecho,Junior,Sales Executive,Nada satisfecho,Divorced,5454.0,5,Yes,21,4,3,1,9,2,Insatisfecho,4,3,1,2
70,35,No,Non,1097.0,Research & Development,11,Educación básica,Medical,3,Male,79.0,Insatisfecho,Senior,Healthcare Representative,Nada satisfecho,Married,9884.0,2,Yes,13,3,3,1,10,3,Satisfecho,4,0,2,3
72,26,No,Rarely,1443.0,Sales,23,FP/Bachiller,Marketing,3,Female,47.0,Insatisfecho,Junior,Sales Executive,Muy satisfecho,Married,4157.0,7,Yes,19,3,3,1,5,2,Insatisfecho,2,2,0,0
73,33,No,Frequently,515.0,Research & Development,1,Educación básica,Life Sciences,1,Female,98.0,Satisfecho,Senior,Research Director,Muy satisfecho,Single,13458.0,1,Yes,12,3,3,0,15,1,Satisfecho,15,14,8,12
74,35,No,Frequently,853.0,Sales,18,Postgrado,Life Sciences,2,Male,71.0,Satisfecho,Senior,Sales Executive,Nada satisfecho,Married,9069.0,1,No,22,4,4,1,9,3,Insatisfecho,9,8,1,8
75,35,No,Rarely,1142.0,Research & Development,23,Estudios universitarios,Medical,3,Female,30.0,Satisfecho,Becario,Laboratory Technician,Nada satisfecho,Married,4014.0,3,Yes,15,3,3,1,4,3,Satisfecho,2,2,2,3
76,31,No,Rarely,655.0,Research & Development,7,Estudios universitarios,Life Sciences,4,Male,48.0,Satisfecho,Junior,Laboratory Technician,Muy satisfecho,Divorced,5915.0,3,No,22,4,4,1,10,3,Insatisfecho,7,7,1,7
77,37,No,Rarely,1115.0,Research & Development,1,Estudios universitarios,Life Sciences,1,Male,51.0,Insatisfecho,Junior,Manufacturing Director,Satisfecho,Divorced,5993.0,1,No,18,3,3,1,7,2,Muy satisfecho,7,5,0,7
78,32,No,Rarely,427.0,Research & Development,1,FP/Bachiller,Medical,1,Male,33.0,Satisfecho,Junior,Manufacturing Director,Muy satisfecho,Married,6162.0,1,No,22,4,2,1,9,3,Satisfecho,9,8,7,8
79,38,No,Frequently,653.0,Research & Development,29,Postgrado,Life Sciences,4,Female,50.0,Satisfecho,Junior,Laboratory Technician,Muy satisfecho,Single,2406.0,1,No,11,3,4,0,10,2,Satisfecho,10,3,9,9
80,50,No,Rarely,989.0,Research & Development,7,Educación básica,Medical,2,Female,43.0,Insatisfecho,Director,Research Director,Satisfecho,Divorced,18740.0,5,Yes,12,3,4,1,29,2,Insatisfecho,27,3,13,8
81,36,No,Rarely,1435.0,Sales,25,FP/Bachiller,Life Sciences,1,Female,99.0,Satisfecho,Senior,Sales Executive,Unknown,Single,7637.0,7,No,11,3,4,0,28,3,Insatisfecho,21,16,7,9
83,36,No,Rarely,1223.0,Research & Development,8,FP/Bachiller,Technical Degree,3,Female,59.0,Satisfecho,Senior,Healthcare Representative,Satisfecho,Divorced,10096.0,1,No,13,3,2,3,17,2,Satisfecho,17,14,12,8
84,55,No,Rarely,836.0,Research & Development,8,FP/Bachiller,Medical,4,Female,33.0,Satisfecho,Manager,Manager,Satisfecho,Divorced,14756.0,2,Yes,14,3,3,3,21,2,Satisfecho,5,0,0,2
85,36,No,Frequently,1195.0,Research & Development,11,FP/Bachiller,Life Sciences,2,Male,95.0,Insatisfecho,Junior,Manufacturing Director,Insatisfecho,Single,6499.0,1,No,13,3,3,0,6,3,Satisfecho,6,5,0,3
86,45,No,Rarely,1339.0,Research & Development,7,FP/Bachiller,Life Sciences,2,Male,59.0,Satisfecho,Senior,Research Scientist,Nada satisfecho,Divorced,9724.0,2,No,17,3,3,1,25,2,Satisfecho,1,0,0,0
88,35,No,Frequently,664.0,Research & Development,1,FP/Bachiller,Medical,2,Male,79.0,Satisfecho,Becario,Research Scientist,Nada satisfecho,Married,2194.0,4,No,13,3,4,1,5,2,Insatisfecho,3,2,1,2
90,36,Yes,Rarely,318.0,Research & Development,9,FP/Bachiller,Medical,4,Male,79.0,Insatisfecho,Becario,Research Scientist,Satisfecho,Married,3388.0,0,Yes,17,3,1,1,2,0,Insatisfecho,1,0,0,3
91,59,No,Frequently,1225.0,Sales,1,Sin estudios,Life Sciences,1,Female,57.0,Insatisfecho,Junior,Sales Executive,Satisfecho,Single,5473.0,7,No,11,3,4,0,20,2,Insatisfecho,4,3,1,2
94,29,No,Rarely,1328.0,Research & Development,2,FP/Bachiller,Life Sciences,3,Male,76.0,Satisfecho,Becario,Research Scientist,Insatisfecho,Unknown,2703.0,0,No,23,4,4,1,6,3,Satisfecho,5,4,0,4
95,31,No,Rarely,1082.0,Research & Development,1,Estudios universitarios,Medical,3,Male,87.0,Satisfecho,Becario,Research Scientist,Unknown,Single,2501.0,1,No,17,3,2,0,1,4,Satisfecho,1,1,1,0
96,32,No,Rarely,548.0,Research & Development,1,FP/Bachiller,Life Sciences,2,Male,66.0,Satisfecho,Junior,Research Scientist,Insatisfecho,Married,6220.0,1,No,17,3,2,2,10,3,Satisfecho,10,4,0,9
97,36,No,Rarely,132.0,Research & Development,6,FP/Bachiller,Life Sciences,2,Female,55.0,Muy satisfecho,Becario,Laboratory Technician,Muy satisfecho,Married,3038.0,3,No,12,3,2,0,5,3,Satisfecho,1,0,0,0
98,31,No,Rarely,746.0,Research & Development,8,Estudios universitarios,Life Sciences,3,Female,61.0,Satisfecho,Junior,Manufacturing Director,Muy satisfecho,Single,4424.0,1,No,23,4,4,0,11,2,Satisfecho,11,7,1,8
100,35,No,Rarely,776.0,Sales,1,Estudios universitarios,Marketing,3,Male,32.0,Insatisfecho,Junior,Sales Executive,Nada satisfecho,Single,4312.0,0,No,14,3,2,0,16,2,Satisfecho,15,13,2,8
101,45,No,Rarely,193.0,Research & Development,6,Estudios universitarios,Other,4,Male,52.0,Satisfecho,Senior,Research Director,Nada satisfecho,Married,13245.0,4,No,14,3,2,0,17,3,Muy satisfecho,0,0,0,0
102,37,No,Rarely,397.0,Research & Development,7,Estudios universitarios,Medical,1,Male,30.0,Satisfecho,Senior,Research Director,Satisfecho,Single,13664.0,4,No,13,3,1,0,16,3,Muy satisfecho,5,2,0,3
103,46,No,Rarely,945.0,Human Resources,5,Educación básica,Medical,2,Male,80.0,Satisfecho,Junior,Human Resources,Insatisfecho,Divorced,5021.0,8,Yes,22,4,4,1,16,2,Satisfecho,4,2,0,2
104,30,No,Rarely,852.0,Research & Development,1,Sin estudios,Life Sciences,4,Male,55.0,Insatisfecho,Junior,Laboratory Technician,Muy satisfecho,Married,5126.0,1,Yes,12,3,3,2,10,1,Insatisfecho,10,8,3,0
105,35,No,Rarely,1214.0,Research & Development,1,FP/Bachiller,Medical,2,Male,30.0,Insatisfecho,Becario,Research Scientist,Satisfecho,Single,2859.0,1,No,18,3,1,0,6,3,Satisfecho,6,4,0,4
106,55,No,Rarely,111.0,Sales,1,Educación básica,Life Sciences,1,Male,70.0,Satisfecho,Senior,Sales Executive,Muy satisfecho,Unknown,10239.0,3,No,14,3,4,1,24,4,Satisfecho,1,0,1,0
107,38,No,Non,573.0,Research & Development,6,FP/Bachiller,Medical,2,Female,79.0,Nada satisfecho,Junior,Research Scientist,Muy satisfecho,Divorced,5329.0,7,Yes,12,3,4,3,17,3,Satisfecho,13,11,1,9
110,34,No,Rarely,1153.0,Research & Development,1,Educación básica,Medical,1,Male,94.0,Satisfecho,Junior,Manufacturing Director,Insatisfecho,Married,4325.0,1,No,15,3,3,0,5,2,Satisfecho,5,2,1,3
112,56,No,Rarely,1400.0,Research & Development,7,FP/Bachiller,Life Sciences,4,Male,49.0,Nada satisfecho,Senior,Manufacturing Director,Muy satisfecho,Single,7260.0,4,No,11,3,1,0,37,3,Insatisfecho,6,4,0,2
113,23,No,Rarely,541.0,Sales,2,Sin estudios,Technical Degree,3,Male,62.0,Satisfecho,Becario,Sales Representative,Nada satisfecho,Divorced,2322.0,3,No,13,3,3,1,3,3,Satisfecho,0,0,0,0
116,51,No,Rarely,432.0,Research & Development,9,Estudios universitarios,Life Sciences,4,Male,96.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Married,2075.0,3,No,23,4,2,2,10,4,Satisfecho,4,2,0,3
117,30,No,Rarely,288.0,Research & Development,2,FP/Bachiller,Life Sciences,3,Male,99.0,Insatisfecho,Junior,Healthcare Representative,Muy satisfecho,Married,4152.0,1,No,19,3,1,3,11,3,Satisfecho,11,10,10,8
118,46,Yes,Rarely,669.0,Sales,9,Educación básica,Medical,3,Male,64.0,Insatisfecho,Senior,Sales Executive,Muy satisfecho,Single,9619.0,1,No,16,3,4,0,9,3,Satisfecho,9,8,4,7
119,40,No,Frequently,530.0,Research & Development,1,Estudios universitarios,Life Sciences,3,Male,78.0,Insatisfecho,Manager,Healthcare Representative,Insatisfecho,Married,13503.0,1,No,22,4,4,1,22,3,Insatisfecho,22,3,11,11
120,36,No,Rarely,632.0,Sales,21,Estudios universitarios,Marketing,3,Male,71.0,Satisfecho,Junior,Sales Executive,Muy satisfecho,Single,5441.0,0,Yes,22,4,4,0,11,2,Nada satisfecho,10,7,1,0
121,30,No,Rarely,1334.0,Sales,4,Educación básica,Medical,3,Female,63.0,Insatisfecho,Junior,Sales Executive,Insatisfecho,Divorced,5209.0,1,Yes,12,3,2,3,11,4,Insatisfecho,11,8,2,7
124,46,No,Frequently,638.0,Research & Development,1,FP/Bachiller,Medical,3,Male,40.0,Insatisfecho,Senior,Healthcare Representative,Nada satisfecho,Married,10673.0,2,Yes,13,3,3,1,21,5,Insatisfecho,10,9,9,5
125,32,No,Rarely,1093.0,Sales,6,Estudios universitarios,Medical,2,Male,87.0,Satisfecho,Junior,Sales Executive,Satisfecho,Single,5010.0,1,No,16,3,1,0,12,0,Satisfecho,11,8,5,7
126,54,No,Rarely,1217.0,Research & Development,2,Estudios universitarios,Technical Degree,1,Female,60.0,Satisfecho,Senior,Research Director,Satisfecho,Married,13549.0,9,No,12,3,1,1,16,2,Nada satisfecho,4,3,0,3
128,24,No,Rarely,1353.0,Sales,3,Educación básica,Other,1,Female,33.0,Satisfecho,Junior,Sales Executive,Satisfecho,Married,4999.0,0,No,21,4,1,1,4,2,Insatisfecho,3,2,0,2
129,36,No,Non,120.0,Sales,4,FP/Bachiller,Medical,2,Male,43.0,Satisfecho,Junior,Sales Executive,Satisfecho,Married,4221.0,1,No,15,3,2,0,5,3,Muy satisfecho,5,4,0,4
131,58,No,Rarely,682.0,Research & Development,10,Estudios universitarios,Medical,4,Male,37.0,Satisfecho,Manager,Sales Executive,Satisfecho,Single,13872.0,0,No,13,3,3,0,38,1,Insatisfecho,37,10,1,8
132,44,No,Non,489.0,Research & Development,23,FP/Bachiller,Medical,2,Male,67.0,Satisfecho,Junior,Laboratory Technician,Insatisfecho,Married,2042.0,4,No,12,3,3,1,17,3,Muy satisfecho,3,2,1,2
133,37,Yes,Rarely,807.0,Human Resources,6,Estudios universitarios,Human Resources,3,Male,63.0,Satisfecho,Becario,Human Resources,Nada satisfecho,Unknown,2073.0,4,No,22,4,4,0,7,3,Satisfecho,3,2,0,2
134,32,No,Rarely,827.0,Research & Development,1,Sin estudios,Life Sciences,4,Male,71.0,Satisfecho,Becario,Research Scientist,Nada satisfecho,Single,2956.0,1,No,13,3,4,0,1,2,Satisfecho,1,0,0,0
137,20,Yes,Frequently,871.0,Research & Development,6,FP/Bachiller,Life Sciences,4,Female,66.0,Insatisfecho,Becario,Laboratory Technician,Muy satisfecho,Single,2926.0,1,Yes,18,3,2,0,1,3,Satisfecho,1,0,1,1
138,34,No,Rarely,665.0,Research & Development,6,Estudios universitarios,Other,1,Female,41.0,Satisfecho,Junior,Research Scientist,Satisfecho,Single,4809.0,1,No,14,3,3,0,16,3,Satisfecho,16,13,2,10
139,37,No,Non,1040.0,Research & Development,2,Educación básica,Life Sciences,3,Male,100.0,Insatisfecho,Junior,Healthcare Representative,Muy satisfecho,Divorced,5163.0,5,No,14,3,4,1,17,2,Muy satisfecho,1,0,0,1
140,59,No,Non,1420.0,Human Resources,2,Estudios universitarios,Human Resources,3,Female,32.0,Insatisfecho,Director,Manager,Muy satisfecho,Married,18844.0,9,No,21,4,4,1,30,3,Satisfecho,3,2,2,2
141,50,No,Frequently,1115.0,Research & Development,1,FP/Bachiller,Life Sciences,1,Female,73.0,Satisfecho,Director,Research Director,Insatisfecho,Married,18172.0,3,Yes,19,3,1,0,28,1,Insatisfecho,8,3,0,7
142,25,Yes,Rarely,240.0,Sales,5,FP/Bachiller,Marketing,3,Male,46.0,Insatisfecho,Junior,Sales Executive,Satisfecho,Single,5744.0,1,Yes,11,3,4,0,6,1,Satisfecho,6,4,0,3
143,25,No,Rarely,1280.0,Research & Development,7,Sin estudios,Medical,4,Male,64.0,Insatisfecho,Becario,Research Scientist,Muy satisfecho,Married,2889.0,1,No,11,3,3,2,2,2,Satisfecho,2,2,2,1
144,22,No,Rarely,534.0,Research & Development,15,FP/Bachiller,Medical,2,Female,59.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Single,2871.0,1,No,15,3,3,0,1,5,Satisfecho,0,0,0,0
145,51,No,Frequently,1456.0,Research & Development,1,Estudios universitarios,Medical,1,Female,30.0,Insatisfecho,Senior,Healthcare Representative,Nada satisfecho,Single,7484.0,3,No,20,4,3,0,23,3,Insatisfecho,13,12,12,8
147,36,Yes,Frequently,658.0,Research & Development,7,FP/Bachiller,Life Sciences,1,Male,66.0,Nada satisfecho,Junior,Laboratory Technician,Satisfecho,Single,6074.0,1,Yes,24,4,4,0,9,2,Satisfecho,9,7,0,6
148,54,No,Rarely,142.0,Human Resources,26,FP/Bachiller,Human Resources,4,Female,30.0,Muy satisfecho,Manager,Manager,Muy satisfecho,Single,17328.0,2,Yes,12,3,3,0,23,3,Satisfecho,5,3,4,4
150,24,No,Rarely,1127.0,Research & Development,18,Sin estudios,Life Sciences,2,Male,52.0,Satisfecho,Becario,Laboratory Technician,Satisfecho,Married,2774.0,0,No,12,3,3,1,6,2,Satisfecho,5,3,1,2
151,34,No,Rarely,1031.0,Research & Development,6,Estudios universitarios,Unknown,3,Female,45.0,Insatisfecho,Junior,Research Scientist,Insatisfecho,Divorced,4505.0,6,No,15,3,3,1,12,3,Satisfecho,1,0,0,0
152,37,No,Rarely,1189.0,Sales,3,FP/Bachiller,Life Sciences,3,Male,87.0,Satisfecho,Senior,Sales Executive,Muy satisfecho,Single,7428.0,2,No,12,3,1,0,12,3,Satisfecho,5,3,1,3
153,34,No,Rarely,1354.0,Research & Development,5,FP/Bachiller,Medical,3,Female,45.0,Insatisfecho,Senior,Manager,Nada satisfecho,Single,11631.0,2,No,12,3,4,0,14,6,Satisfecho,11,10,5,8
154,36,No,Frequently,1467.0,Sales,11,Educación básica,Technical Degree,2,Female,92.0,Satisfecho,Senior,Sales Executive,Muy satisfecho,Married,9738.0,0,No,14,3,3,1,10,6,Satisfecho,9,7,2,8
155,36,No,Rarely,922.0,Research & Development,3,Educación básica,Life Sciences,1,Female,39.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Divorced,2835.0,5,No,22,4,1,1,7,2,Satisfecho,1,0,0,0
158,43,No,Frequently,394.0,Sales,26,Educación básica,Life Sciences,3,Male,92.0,Satisfecho,Manager,Manager,Muy satisfecho,Unknown,16959.0,1,Yes,12,3,4,2,25,3,Muy satisfecho,25,12,4,12
